designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 2250436183046282752,2250436183046282752,304.5318781416659,69.37806629722913,0.08749918738019538,-1.347317255804127,-0.7123462992774737,0.9763728,19.81604,1.1674576,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436213109004032,2250436213109004032,304.500250962699,69.36904691515595,0.2005153955732784,-1.5046789135700722,-0.8666325160264177,0.99241245,19.860153,1.2209778,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436213109009792,2250436213109009792,304.49717012714484,69.37149221562515,0.2986889793531473,-3.6214641663539937,-1.311558148886066,1.0540799,18.590416,1.7918777,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3874.3525,4.8348,-0.695,870.4948,0.2657,0.1905,0.1029
Gaia DR3 2250436213109012352,2250436213109012352,304.50644348162956,69.37292651750015,0.4475430136033562,-4.263092049098086,-4.51125975228544,1.0247003,19.256935,1.4806919,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783023098719616,6653783023098719616,276.7498755679736,-52.24706605223075,-0.20482343016961263,2.015455965825461,-1.9335254015070684,0.9566285,20.487906,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783023098721536,6653783023098721536,276.7575829660298,-52.24632122951401,0.801467780523892,7.112331977956546,-7.373796641092568,0.99797255,19.209183,1.4137383,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783023098722432,6653783023098722432,276.75399735152655,-52.2459838389337,0.06036482706362059,-10.525120708480204,-1.750417553630557,0.97220975,18.240812,0.5039711,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,7021.3755,4.5769,-2.6235,6075.7627,0.0079,0.007,0.0038
Gaia DR3 6653783023098729472,6653783023098729472,276.76398814533064,-52.24061290214895,-0.05559353889593874,0.1706390134299668,-8.402165350535123,1.0222857,18.655294,0.72542,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5723.3257,4.7294,-1.5985,3644.5054,0.0035,0.003,0.0016
Gaia DR3 6653783023099021312,6653783023099021312,276.76449084579446,-52.243454406719614,-0.3515427804517612,-1.4627720764528696,-10.13563851375458,1.0129261,20.25408,0.8126221,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783023099075840,6653783023099075840,276.74182236447115,-52.252549738313945,1.3184076859790779,-0.042350952793910324,-11.70860354676971,1.1502972,20.734537,0.709177,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783023104307456,6653783023104307456,276.7531386199654,-52.242744130504654,-0.28449188477943443,2.8535366633518384,-9.181823465766193,1.003929,19.639002,0.752058,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783027389802112,6653783027389802112,276.7495960019295,-52.247616467744784,0.05067844239868515,-4.134805673955644,-2.7030678587583283,0.98880833,18.27409,0.9841938,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5114.2446,4.7815,-1.7609,2027.2272,0.0136,0.0111,0.006
Gaia DR3 6653783027390895744,6653783027390895744,276.749162788286,-52.24640895003336,3.6514083588183768,0.9926050269338943,-4.604159710934637,1.1458648,20.876146,1.6716671,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783027393549568,6653783027393549568,276.7608533184348,-52.24014685929559,-0.008144451086539266,-11.42382189179832,-11.14877117434433,1.0166786,19.10793,0.76485825,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783027393552896,6653783027393552896,276.75621439789006,-52.23924032344345,-0.41409292568852807,4.436579261367505,-0.48977561618653453,1.140964,18.927233,1.0364265,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4902.3726,4.8687,-2.2099,2114.738,0.0093,0.0075,0.0041
Gaia DR3 6653783057458439808,6653783057458439808,276.7125059685685,-52.25872276868888,-0.09246247603020971,-2.4029022111336467,-0.06665695360399634,0.9998602,18.88071,1.0541058,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4872.903,4.8732,-1.968,2065.6208,0.0073,0.0058,0.0032
Gaia DR3 6653783057458443776,6653783057458443776,276.7175254483427,-52.256425287008916,0.3939859254562051,4.825900898891756,-3.3197408342320234,0.91007155,17.849236,0.98529243,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5125.5464,4.7625,-1.6611,1707.6683,0.0134,0.0109,0.006
Gaia DR3 6653783057458449280,6653783057458449280,276.7248094595705,-52.25198462953537,-0.23747684137361066,3.0045144447554684,-2.7327640515609035,0.9930886,19.355244,0.91259575,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4053171842828944640,4053171842828944640,275.3370667422338,-25.48700342392074,0.35155881279057355,-4.485266589277231,-5.184848926358544,2.4689794,17.488869,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582400879065984,6653582400879065984,273.877270544867,-53.68588244659753,,,,,20.958935,0.7143688,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582400881698176,6653582400881698176,273.88508975477305,-53.687853302901274,0.7623663052871248,1.8805889325220648,-6.427553119376896,1.029978,17.293169,1.4368935,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4374.5703,4.5406,0.0082,1241.1088,0.1297,0.0976,0.0514
Gaia DR3 6653582400881702016,6653582400881702016,273.8694151654616,-53.68952292580393,0.18024348576138488,-1.1399336571178675,-1.2152256326105473,0.9471336,13.683886,1.276207,-11.240212,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5006.788,2.4852,-0.1483,5877.114,0.5232,0.4116,0.2178
Gaia DR3 6653582400881703296,6653582400881703296,273.86155019307375,-53.6934321046602,-0.30693027052764865,-3.6960262587217727,-10.626074808575165,0.99050987,19.4199,1.0378437,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582400881902592,6653582400881902592,273.87143054362116,-53.692910925999136,0.4193119423387731,2.5638955044035288,-0.24552331586755394,0.98392123,16.478458,0.88107395,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5829.8506,4.5239,-0.6801,1690.5502,0.2402,0.2012,0.1088
Gaia DR3 6653582400883569792,6653582400883569792,273.87719041763313,-53.6889514180882,0.8765110013115194,3.651092470736287,-7.203055072541684,1.2612042,17.811398,1.8642883,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 6653582430944874496,6653582430944874496,273.88790477771533,-53.69190433062066,1.3511295075501812,1.457867172855094,-17.962592932343654,1.0575964,12.615207,0.7675533,-89.10351,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 6653582430946115072,6653582430946115072,273.8886002649328,-53.68692597401638,0.17035972538591376,-2.594527455745056,-6.041625729766016,0.9973437,17.180895,1.0350628,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5113.4473,4.6095,-0.3916,1598.7047,0.1118,0.0904,0.0483
Gaia DR3 6653582430946118144,6653582430946118144,273.8979975407351,-53.68376272829179,0.11652694084080568,-2.225159776261984,-9.403031059993348,1.00331,19.125349,0.8450413,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582430946118912,6653582430946118912,273.88810310651553,-53.683746352622194,-0.25207682245948104,-1.261997078974294,-4.833119604107771,0.95531696,19.120092,1.5059032,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582430946123008,6653582430946123008,273.8980075072769,-53.680060131154846,,,,,20.751242,1.3676682,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582430946123392,6653582430946123392,273.9129271229157,-53.680600643004055,1.8567758823930638,-2.6077210972159395,-4.209041773624565,1.0563359,19.822554,1.7712784,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582430946125696,6653582430946125696,273.9041867683825,-53.67814482241083,0.25892846954605453,-3.0146747451406375,-4.98555941381529,1.062758,19.626955,0.99438477,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582430946126208,6653582430946126208,273.89838433600227,-53.67804350314915,0.07683942236448581,1.9853959587322847,-1.1201047131801578,0.94330454,17.870365,0.9157467,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5346.79,4.7436,-1.6969,2027.5254,0.0039,0.0032,0.0017
Gaia DR3 6653582430946127104,6653582430946127104,273.89334447923454,-53.67751494189458,0.9556858877234282,-6.9356189301579585,-1.3645168534418022,1.0585822,19.37522,1.1991253,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336396539032064,2249336396539032064,296.0141397170766,68.23567435249507,2.8090702819473123,3.1273063851335694,-5.61363116796071,0.94028366,20.542562,1.7141094,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336426603902720,2249336426603902720,295.97011184014076,68.2349111583044,1.038215423320422,-12.863914674661885,0.5473333026495549,1.0402786,18.94952,2.268755,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3682.0374,4.6008,-0.866,784.5104,0.6999,0.4815,0.2753
Gaia DR3 2249336426603904256,2249336426603904256,295.96065078395566,68.23593435236744,0.33327440935094016,-1.4156119418465516,-3.4457727612981364,1.0398088,17.12722,0.9949589,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5102.8496,4.6455,-0.9644,1441.6765,0.0266,0.0216,0.0117
Gaia DR3 2249336426604116480,2249336426604116480,295.96291129211727,68.23686567822809,0.5568991589200722,-0.3375798533235457,2.590318070695313,1.0219672,18.030876,1.5354481,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4095.7488,4.7046,-0.5038,1075.6649,0.0102,0.0075,0.004
Gaia DR3 2249336426604117248,2249336426604117248,295.9674520743312,68.24426196929336,0.5302982766812516,-2.9635954384284737,8.820051994744299,0.98457223,19.765377,0.9443474,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336430898515072,2249336430898515072,295.95928278362703,68.24371101424788,,,,,20.985756,0.57935905,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336430899998976,2249336430899998976,295.96202868937206,68.24443994954565,1.05158885637334,-10.897788778840628,-7.191300527237084,0.99256915,15.502531,1.0892038,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5410.023,4.5584,-0.2702,838.6415,0.3869,0.3133,0.167
Gaia DR3 2249336460963656576,2249336460963656576,295.99066636371316,68.25337193408306,0.36535740662680594,-8.105204430826042,-8.859555128397673,1.0350167,17.590368,1.0807037,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4885.6665,4.7683,-1.2543,1342.5159,0.033,0.0263,0.0142
Gaia DR3 2249336495323393280,2249336495323393280,296.01443590292536,68.25193279985886,0.2900175548288375,-3.052745456373312,-4.790025788057824,0.97150886,17.65535,1.0069141,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5010.178,4.7701,-1.3853,1482.103,0.0255,0.0205,0.0111
Gaia DR3 2249336529683137152,2249336529683137152,296.03295756246115,68.25794713470296,1.2956072827679659,0.8874770163615906,6.985067610190664,1.0670512,19.773285,1.6674786,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336529683138176,2249336529683138176,296.0665834064151,68.26069494052167,0.2192813634464286,-4.936241622882104,-6.005035970952327,0.9055249,19.284145,1.5807076,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336529683140480,2249336529683140480,296.0540851500406,68.26352244849984,1.8610316975464956,3.9837318688023213,21.096710618213667,0.98978895,17.980957,2.7304459,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3419.7712,4.483,-0.3808,481.8606,0.8975,0.5805,0.3724
Gaia DR3 2249336529683143168,2249336529683143168,296.0446264642608,68.26795952893126,0.08072511436120654,-3.3792544760234646,-4.0495862100403945,0.9499572,18.868317,0.9089718,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5240.463,4.7849,-1.5839,2915.6091,0.0041,0.0034,0.0018
Gaia DR3 2249336533977735680,2249336533977735680,296.03254008433953,68.25822730144449,-0.4958789036314718,-3.531178428741656,-3.0296269343180553,1.0252997,19.83248,1.7269859,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624219392,2012729362624219392,359.35425468460653,61.84569076748875,0.40503537556361136,-1.8491901637166408,-1.0949064467141507,0.932848,18.629143,1.5304356,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4773.085,4.9101,-3.8308,949.439,1.3243,1.0041,0.556
Gaia DR3 2012729362624221184,2012729362624221184,359.3612534649909,61.84653635893206,0.25623030771778404,-1.0406989763169938,-2.6673983447990195,1.0239267,18.85832,1.692728,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3822.6733,4.9109,-0.8872,843.9426,0.0634,0.0455,0.0246
Gaia DR3 2012729362624889856,2012729362624889856,359.3446263212453,61.851141794812435,0.17560287208042305,-0.6126276548404814,-0.5220364922260451,0.99099326,20.533958,1.5687466,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624892928,2012729362624892928,359.34279118490167,61.845029562870955,-1.63505485309395,-0.736898251853858,-6.8174302782290255,1.0934327,20.828653,2.2318115,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624896000,2012729362624896000,359.35172025633466,61.846739754044066,-1.5990654900513508,1.4669851207783902,-0.9781271328212108,1.1004726,20.551214,1.6267204,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624898432,2012729362624898432,359.3529444784395,61.84467368433593,-1.385316375519109,-0.7985844180962007,-1.857604991944679,1.0557014,20.382996,1.8806381,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624899072,2012729362624899072,359.35903845974735,61.849334405525525,-0.3319007052356647,-3.66400146031011,-1.5391600709532405,1.0202932,20.552216,1.8735352,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362624902016,2012729362624902016,359.3627695584498,61.84749119679025,-1.2609847529894944,-0.4860973051188081,-0.4738980284970888,1.060472,20.442335,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362625206016,2012729362625206016,359.3585723788671,61.85099819820264,,,,,20.992483,0.48410225,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362625621760,2012729362625621760,359.3592630926656,61.8542241326703,0.40432083974884653,-4.6873474873030885,0.5109595338978192,1.011302,20.802443,1.5248814,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362625813504,2012729362625813504,359.3653156466836,61.85269729945744,,,,,21.054066,1.2163658,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362626018944,2012729362626018944,359.3651997296546,61.85630138827434,,,,,21.069588,2.578354,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362635174016,2012729362635174016,359.3498927808475,61.851381991037215,0.2145722574342223,-1.9288241660158651,-0.3299891020311915,1.01819,19.437567,1.7662334,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729362635175552,2012729362635175552,359.35384170146705,61.85043843771583,2.3844901668910214,16.25227990827192,-11.669403115300536,1.0516042,17.601826,2.7952328,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3569.7012,4.5714,-0.4158,361.2457,1.7347,1.1307,0.689
Gaia DR3 2012729362635179008,2012729362635179008,359.3531735300437,61.846271546043,1.1800988970527575,0.3076376416601074,-5.970346809547387,1.0553774,15.105784,1.2918482,,VARIABLE,0,true,false,false,true,false,true,true,5530.079,4.356,-0.7428,810.705,0.9996,0.8017,0.4349
Gaia DR3 6654089958637144704,6654089958637144704,277.7695490995997,-53.94021700887096,0.27818133604002043,-2.837196699648452,-4.916367167533863,1.069164,17.154106,0.88355637,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5399.751,4.6773,-1.0412,1653.7972,0.02,0.0165,0.009
Gaia DR3 6654089958637149440,6654089958637149440,277.7779213959325,-53.936418559545444,0.07462492490242635,-0.6511471596980288,-9.31728425311196,1.0285056,18.079552,0.9113579,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5362.364,4.6653,-0.8619,2565.1624,0.0109,0.009,0.0049
Gaia DR3 6654089958637152512,6654089958637152512,277.78738907195634,-53.931876803840645,0.49084693965400594,-3.0413334136963135,-2.022303331807133,0.9387855,20.080702,0.89252853,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089958637152640,6654089958637152640,277.7814172663671,-53.932190378712036,0.32694280572108736,-2.0554600522197877,-3.0900134102162564,0.9778322,18.337875,0.94667625,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5131.0137,4.7494,-1.4993,2189.8015,0.0053,0.0043,0.0024
Gaia DR3 6654089958642453760,6654089958642453760,277.77598696334303,-53.93634040029017,0.7923612488293145,3.836848261008706,-8.012301150250646,1.0764903,19.167261,2.3070965,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089962933368320,6654089962933368320,277.79100252013916,-53.92934623343461,0.5361400707509135,-2.7693418005703103,-5.178090207885539,1.0802286,20.510052,0.62719154,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089962933369088,6654089962933369088,277.78572260795806,-53.93193689672475,0.6232726055374506,-2.5117240168971873,-2.860087430502621,1.0421906,20.375448,1.5838661,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089962933694976,6654089962933694976,277.7912731690108,-53.92591507506031,,,,,20.74095,1.3439865,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089962933921536,6654089962933921536,277.78085468026677,-53.934744499121834,-0.5843414370232332,-6.595568687217103,1.7634518692117018,1.0808195,20.72982,2.075859,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089962934918656,6654089962934918656,277.7898671050924,-53.934046727391745,0.9892444967344443,-1.4625249277540202,-17.857875793271226,1.0291094,13.70125,0.9851856,-42.55625,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5362.6436,4.1095,-0.0958,938.9731,0.0561,0.0456,0.0241
